restaurant_temp_id,campus_area,center_query,radius_m,kakao_place_id,name,category_name,address,road_address,longitude,latitude,phone,kakao_place_url,distance_m
11,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1665003130,완미족발 수원성대점,"음식점 > 한식 > 육류,고기 > 족발,보쌈 > 완미족발",경기 수원시 장안구 율전동 433-79,경기 수원시 장안구 서부로 2107,126.96999925216126,37.29684173421846,031-295-9269,http://place.map.kakao.com/1665003130,79.4
12,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,765114919,텐푸라바사바사,음식점 > 일식,경기 수원시 장안구 율전동 433-67,경기 수원시 장안구 서부로 2112,126.9709578626317,37.29699785274132,,http://place.map.kakao.com/765114919,82.8
13,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,27276923,국수파동,음식점 > 한식 > 국수,경기 수원시 장안구 율전동 433-79,경기 수원시 장안구 서부로 2107,126.97002178050572,37.29691382289646,031-291-8599,http://place.map.kakao.com/27276923,84.4
14,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,2017609824,BBQ 수원율전점,음식점 > 치킨 > BBQ,경기 수원시 장안구 율전동 419,경기 수원시 장안구 서부로 2095,126.96972100681226,37.296010907063675,031-298-7184,http://place.map.kakao.com/2017609824,84.5
15,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,11634973,한솥도시락 수원성대점,음식점 > 도시락 > 한솥도시락,경기 수원시 장안구 율전동 433-67,경기 수원시 장안구 서부로 2112,126.9709578532786,37.29702218074083,031-295-5113,http://place.map.kakao.com/11634973,85.3
16,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,24941922,포크포크 매콤돈가스&칡불냉면,"음식점 > 일식 > 돈까스,우동",경기 수원시 장안구 율전동 433-126,경기 수원시 장안구 서부로2106번길 14,126.9713639579212,37.296815041155114,031-278-4209,http://place.map.kakao.com/24941922,87.9
17,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1445316158,율전원곱창,"음식점 > 한식 > 육류,고기 > 곱창,막창",경기 수원시 장안구 율전동 433-145,경기 수원시 장안구 서부로2105번길 9,126.96971735674316,37.296675871585656,031-295-1116,http://place.map.kakao.com/1445316158,88.0
18,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,86582844,백사104,"음식점 > 술집 > 호프,요리주점",경기 수원시 장안구 율전동 433-80,경기 수원시 장안구 화산로233번길 61,126.97016383106484,37.297061628865684,070-4007-1912,http://place.map.kakao.com/86582844,92.0
19,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1941692451,정든닭발 성대점,"음식점 > 한식 > 육류,고기 > 닭요리",경기 수원시 장안구 율전동 433-80,경기 수원시 장안구 화산로233번길 61,126.97016383106465,37.297061628875745,031-893-2963,http://place.map.kakao.com/1941692451,92.0
20,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,450307831,정통집 수원성대점,"음식점 > 한식 > 육류,고기",경기 수원시 장안구 율전동 433-95,경기 수원시 장안구 서부로2105번길 12,126.96980187884536,37.29684168401469,031-898-9292,http://place.map.kakao.com/450307831,92.0
21,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,205548870,수해복마라탕 성대점,음식점 > 중식 > 중국요리,경기 수원시 장안구 율전동 433-88,경기 수원시 장안구 서부로2105번길 7,126.96959335036678,37.296535278005585,,http://place.map.kakao.com/205548870,92.4
22,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,295084774,이둔자꿔보러우,음식점 > 중식 > 중국요리,경기 수원시 장안구 율전동 433-66,경기 수원시 장안구 서부로2106번길 17,126.97125111834193,37.29695917973012,,http://place.map.kakao.com/295084774,92.4
23,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,324405971,1972재개발구역 성대점,음식점 > 술집 > 실내포장마차,경기 수원시 장안구 율전동 433-85,경기 수원시 장안구 서부로2105번길 11,126.96961584923955,37.29667944972949,,http://place.map.kakao.com/324405971,96.2
24,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1706269697,춘천닭갈비칡냉면,"음식점 > 한식 > 육류,고기 > 닭요리",경기 수원시 장안구 율전동 433-133,경기 수원시 장안구 화산로233번길 64,126.96987288292975,37.296967847316076,031-291-3338,http://place.map.kakao.com/1706269697,97.4
25,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,27393012,무대뽀핫도그 성대점,음식점 > 간식,경기 수원시 장안구 율전동 433-66,경기 수원시 장안구 서부로2106번길 17,126.97125109605257,37.29701774713672,031-269-7542,http://place.map.kakao.com/27393012,97.5
26,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,848146441,월드오징어바다 성균관대점,"음식점 > 한식 > 해물,생선 > 회",경기 수원시 장안구 율전동 433-85,경기 수원시 장안구 서부로2105번길 11,126.96961583111883,37.29672450158225,031-293-8033,http://place.map.kakao.com/848146441,98.4
27,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,657698900,맥호식당,"음식점 > 술집 > 호프,요리주점",경기 수원시 장안구 율전동 433-95,경기 수원시 장안구 서부로2105번길 12,126.969712768054,37.296868692359,031-278-2220,http://place.map.kakao.com/657698900,100.0
28,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,8641868,박경규항아리보쌈 성대점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",경기 수원시 장안구 율전동 433-133,경기 수원시 장안구 화산로233번길 64,126.969854829429,37.2969876655356,031-298-8858,http://place.map.kakao.com/8641868,100.1
29,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,140527598,맥주호텔,"음식점 > 술집 > 호프,요리주점",경기 수원시 장안구 율전동 433-95,경기 수원시 장안구 서부로2105번길 12,126.96967555268924,37.29685967245864,,http://place.map.kakao.com/140527598,102.0
30,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,541737858,율전동,"음식점 > 술집 > 호프,요리주점",경기 수원시 장안구 율전동 433-81,경기 수원시 장안구 화산로233번길 59,126.970217915328,37.2971949959857,,http://place.map.kakao.com/541737858,104.0
31,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1578043317,육가든,"음식점 > 한식 > 육류,고기 > 삼겹살",경기 수원시 장안구 율전동 433-84,경기 수원시 장안구 화산로233번길 62,126.96993148268052,37.29708950222605,,http://place.map.kakao.com/1578043317,104.9
32,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,18829773,황소마을곱창,"음식점 > 한식 > 육류,고기 > 곱창,막창",경기 수원시 장안구 율전동 433-95,경기 수원시 장안구 서부로2105번길 12,126.96962141780725,37.29685515339076,031-278-0212,http://place.map.kakao.com/18829773,105.6
33,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,148202780,윤실장초밥 성대점,"음식점 > 일식 > 초밥,롤",경기 수원시 장안구 율전동 408-8,경기 수원시 장안구 서부로2105번길 13,126.9695120729448,37.29671546452914,031-292-7150,http://place.map.kakao.com/148202780,106.2
34,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1673819877,금별맥주 성균관대역점,"음식점 > 술집 > 호프,요리주점 > 금별맥주",경기 수원시 장안구 율전동 433-81,경기 수원시 장안구 화산로233번길 59,126.97014572990044,37.297202186086324,031-295-7040,http://place.map.kakao.com/1673819877,107.0
35,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1328628226,기울어진뚝배기 수원성대점,음식점 > 한식 > 국밥,경기 수원시 장안구 율전동 433-95,경기 수원시 장안구 서부로2105번길 12,126.96959886085288,37.29685514759898,,http://place.map.kakao.com/1328628226,107.3
36,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1067364809,포케올데이 수원성대점,음식점 > 샐러드 > 포케올데이,경기 수원시 장안구 율전동 433-95,경기 수원시 장안구 서부로2105번길 12,126.96958193406658,37.296877669178066,070-7777-8597,http://place.map.kakao.com/1067364809,109.9
37,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,885469418,유가네닭갈비 성균관대역점,"음식점 > 한식 > 육류,고기 > 닭요리 > 유가네닭갈비",경기 수원시 장안구 율전동 433-84,경기 수원시 장안구 화산로233번길 62,126.969893121375,37.2971255339476,031-298-8735,http://place.map.kakao.com/885469418,110.1
38,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,206089741,면식당 수원성균관대점,음식점 > 일식 > 면식당,경기 수원시 장안구 율전동 433-121,경기 수원시 장안구 서부로2106번길 18,126.97148794628748,37.297013299244746,031-295-0610,http://place.map.kakao.com/206089741,110.8
39,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,15818685,이라면 본점,음식점 > 분식,경기 수원시 장안구 율전동 433-121,경기 수원시 장안구 서부로2106번길 18,126.97145409716465,37.297049332579874,031-291-7611,http://place.map.kakao.com/15818685,111.7
40,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,938268316,노꼬치킨 수원성균관대점,음식점 > 치킨,경기 수원시 장안구 율전동 407-5,경기 수원시 장안구 서부로2105번길 16-4,126.96948043393031,37.29686232541787,031-291-8152,http://place.map.kakao.com/938268316,116.5
41,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1540805623,만복반점,음식점 > 중식 > 중국요리,경기 수원시 장안구 율전동 433-62,경기 수원시 장안구 서부로 2113,126.97051222230137,37.29735545426274,,http://place.map.kakao.com/1540805623,116.5
42,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,929132172,담은샤브칼국수 직영1호점,음식점 > 한식 > 국수 > 칼국수,경기 수원시 장안구 율전동 407-12,경기 수원시 장안구 화산로233번길 60,126.96997202157,37.2972498971177,031-291-1046,http://place.map.kakao.com/929132172,118.3
43,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1324929519,감성 성대점,음식점 > 술집,경기 수원시 장안구 율전동 433-82,경기 수원시 장안구 화산로233번길 55,126.97022462632962,37.297337361530154,,http://place.map.kakao.com/1324929519,118.9
44,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1594934927,옛이야기,음식점 > 한식,경기 수원시 장안구 율전동 433-63,경기 수원시 장안구 서부로2106번길 21,126.97135591675978,37.29720068309033,,http://place.map.kakao.com/1594934927,119.5
45,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,27258679,만다,음식점 > 한식,경기 수원시 장안구 율전동 407-20,경기 수원시 장안구 서부로2105번길 16-6,126.96964726851799,37.29707861723572,,http://place.map.kakao.com/27258679,120.0
