restaurant_external_id,tag_type,tag_value,confidence_score
kakao_21330977,purpose,친구와한잔,0.9
kakao_21330977,purpose,술자리,0.9
kakao_167602513,food,라자냐,0.95
kakao_167602513,food,치킨크림리조또,0.95
kakao_167602513,food,삼겹살로제파스타,0.95
kakao_167602513,food,루꼴라피자,0.95
kakao_167602513,food,바스크오일파스타,0.95
kakao_167602513,food,소고기바질크림파스타,0.95
kakao_167602513,food,봉골레가리비오일파스타,0.95
kakao_167602513,mood,아늑한분위기,0.9
kakao_167602513,price,합리적인가격대,0.85
kakao_167602513,purpose,데이트,0.9
kakao_24058331,food,순대국,0.95
kakao_24058331,food,소머리국밥,0.95
kakao_24058331,food,김치볶음밥,0.95
kakao_24058331,mood,오래된노포,0.9
kakao_24058331,mood,정겨운분위기,0.9
kakao_24058331,mood,할머니집분위기,0.9
kakao_24058331,price,저렴한가격,0.85
kakao_16036704,food,맥주,0.95
kakao_16036704,food,하이볼,0.95
kakao_16036704,food,안주,0.95
kakao_16036704,food,음료,0.95
kakao_16036704,mood,아늑한분위기,0.9
kakao_16036704,mood,빈티지감성,0.9
kakao_16036704,mood,레트로감성,0.9
kakao_16036704,mood,이국적인분위기,0.9
kakao_16036704,purpose,술자리,0.9
kakao_16036704,price,비싼가격,0.85
kakao_9968170,food,간짜장,0.95
kakao_9968170,food,짜장면,0.95
kakao_9968170,food,짬뽕,0.95
kakao_9968170,food,불타는짬뽕,0.95
kakao_9968170,food,탕수육,0.95
kakao_9968170,food,쟁반짜장,0.95
kakao_9968170,food,삼선간짜장,0.95
kakao_9968170,mood,옛날중국집분위기,0.9
kakao_9968170,purpose,혼밥,0.9
kakao_9968170,waiting,배달대기긴편,0.85
kakao_2142464681,food,마라탕,0.95
kakao_2142464681,food,마라샹궈,0.95
kakao_2142464681,food,꿔바로우,0.95
kakao_2142464681,food,양꼬치,0.95
kakao_2142464681,food,충칭닭볶음,0.95
kakao_2142464681,food,에그누들,0.95
kakao_2142464681,mood,로컬중식당분위기,0.9
kakao_2142464681,mood,쾌적한분위기,0.9
kakao_2142464681,purpose,모임,0.9
kakao_18889918,food,칵테일,0.95
kakao_18889918,food,짜계치,0.95
kakao_18889918,food,마계치,0.95
kakao_18889918,food,라면,0.95
kakao_18889918,food,도랏멘,0.95
kakao_18889918,food,딸기맥주,0.95
kakao_18889918,food,볶음밥,0.95
kakao_18889918,food,감튀,0.95
kakao_18889918,food,오비맥주,0.95
kakao_18889918,food,듀체스맥주,0.95
kakao_1700062133,food,족발,0.95
kakao_1700062133,food,보쌈,0.95
kakao_1700062133,food,대패덮밥,0.95
kakao_1700062133,food,1인보쌈,0.95
kakao_1700062133,food,마늘보쌈,0.95
kakao_1700062133,food,삼겹살,0.95
kakao_1700062133,mood,깔끔한매장,0.9
kakao_1700062133,mood,조용한분위기,0.9
kakao_1700062133,price,가성비좋음,0.9
kakao_1700062133,purpose,혼밥,0.9
kakao_13559293,food,프렌치크림브리오슈,0.95
kakao_13559293,food,칠리새우,0.95
kakao_13559293,food,콘치즈,0.95
kakao_13559293,food,기본햄치즈,0.95
kakao_13559293,food,햄치즈포테,0.95
kakao_13559293,food,햄스페셜,0.95
kakao_13559293,mood,깔끔한분위기,0.9
kakao_13559293,price,저렴한가격,0.85
kakao_13559293,purpose,포장,0.9
kakao_13559293,waiting,주문후짧은대기,0.85
kakao_17652954,food,감자탕,0.95
kakao_17652954,food,뼈다귀해장국,0.95
kakao_17652954,food,볶음밥,0.95
kakao_17652954,food,김치짜글이,0.95
kakao_17652954,mood,좁은노포,0.9
kakao_17652954,mood,대학가식당,0.9
kakao_17652954,price,저렴한가격,0.9
kakao_17652954,price,가성비식사,0.9
kakao_17652954,purpose,혼밥,0.9
kakao_17652954,waiting,식사시간웨이팅,0.85
kakao_223498484,food,파전,0.95
kakao_223498484,food,호박전,0.95
kakao_223498484,food,떡볶이,0.95
kakao_223498484,food,치즈감자채전,0.95
kakao_223498484,food,치즈품은김치전,0.95
kakao_223498484,food,기름떡볶이,0.95
kakao_223498484,food,치즈감자전,0.95
kakao_223498484,mood,노포감성,0.9
kakao_223498484,purpose,술자리,0.9
kakao_223498484,purpose,친구모임,0.9
kakao_883727943,food,쭈꾸미,0.95
kakao_883727943,food,쭈삼,0.95
kakao_883727943,food,쭈꾸미삼겹살,0.95
kakao_883727943,food,계란찜,0.95
kakao_883727943,food,볶음밥,0.95
kakao_883727943,food,묵사발,0.95
kakao_883727943,food,라면사리,0.95
kakao_883727943,food,커플세트,0.95
kakao_883727943,food,쭈삼세트,0.95
kakao_883727943,price,가성비좋음,0.85
kakao_1859806025,food,로제마라떡볶이,0.95
kakao_1859806025,food,떡볶이,0.95
kakao_1859806025,food,순대범벅,0.95
kakao_1859806025,food,만두튀김,0.95
kakao_1859806025,food,오튀,0.95
kakao_1859806025,food,닭껍튀,0.95
kakao_1859806025,food,신전로제,0.95
kakao_1859806025,food,로제떡볶이,0.95
kakao_1859806025,food,매운김밥,0.95
kakao_1859806025,food,치즈떡볶이,0.95
kakao_9029832,food,쭈꾸미,0.95
kakao_9029832,food,눈꽃치즈볶음밥,0.95
kakao_9029832,food,치즈밥,0.95
kakao_9029832,food,볶음밥,0.95
kakao_9029832,food,라면사리,0.95
kakao_9029832,food,쭈삼정식,0.95
kakao_9029832,food,쭈삼,0.95
kakao_9029832,mood,정겨운분위기,0.9
kakao_9029832,purpose,단체모임,0.9
kakao_9029832,purpose,술자리,0.9
kakao_131183348,food,마라탕,0.95
kakao_131183348,food,토마토탕,0.95
kakao_131183348,food,마라샹궈,0.95
kakao_131183348,food,꿔바로우,0.95
kakao_131183348,food,마라반,0.95
kakao_131183348,mood,깔끔한매장,0.9
kakao_131183348,mood,중국현지분위기,0.9
kakao_131183348,price,가성비좋음,0.85
kakao_131183348,purpose,혼밥,0.9
kakao_131183348,purpose,단체방문,0.9
kakao_1283367577,food,화산닭발,0.95
kakao_1283367577,food,곱도리탕,0.95
kakao_1283367577,food,국물닭발,0.95
kakao_1283367577,food,계란탕,0.95
kakao_1283367577,food,바삭전,0.95
kakao_1283367577,food,날치알주먹밥,0.95
kakao_1283367577,food,짜계치,0.95
kakao_1283367577,food,감자전,0.95
kakao_1283367577,food,치킨가라아게,0.95
kakao_1283367577,price,가성비좋은,0.85
kakao_19976659,food,부대찌개,0.95
kakao_19976659,food,부대볶음,0.95
kakao_19976659,food,계란말이,0.95
kakao_19976659,food,계란찜,0.95
kakao_19976659,food,김치전,0.95
kakao_19976659,food,부추전,0.95
kakao_19976659,mood,편안한분위기,0.9
kakao_19976659,mood,정겨운분위기,0.9
kakao_19976659,purpose,회식,0.9
kakao_19976659,price,가성비,0.85
kakao_11817216,food,고구마피자,0.95
kakao_11817216,food,콤비네이션피자,0.95
kakao_11817216,food,페퍼로니피자,0.95
kakao_11817216,food,스파게티,0.95
kakao_11817216,mood,포장전문,0.9
kakao_11817216,mood,식사공간없음,0.9
kakao_11817216,price,저렴한가격,0.9
kakao_11817216,price,가성비좋음,0.9
kakao_11817216,purpose,포장,0.9
kakao_11817216,waiting,짧은조리대기,0.85
kakao_168487509,food,한식,0.95
kakao_168487509,price,저렴함,0.9
kakao_11634881,food,한식,0.95
kakao_11634881,price,저렴함,0.9
kakao_22016023,food,양식,0.95
kakao_22016023,price,보통,0.9
kakao_338935651,food,한식,0.95
kakao_338935651,price,비쌈,0.9
kakao_122821905,food,한식,0.95
kakao_122821905,price,저렴함,0.9
kakao_25770908,food,양식,0.95
kakao_25770908,price,비쌈,0.9
kakao_1869234515,food,양식,0.95
kakao_1869234515,price,보통,0.9
kakao_483030266,food,양식,0.95
kakao_483030266,price,저렴함,0.9
kakao_633176459,food,한식,0.95
kakao_633176459,price,보통,0.9
kakao_11520636,food,양식,0.95
kakao_11520636,price,보통,0.9
kakao_1321651616,food,한식,0.95
kakao_1321651616,price,보통,0.9
kakao_1755188559,food,일식,0.95
kakao_1755188559,price,보통,0.9
kakao_1317493018,food,한식,0.95
kakao_1317493018,price,저렴함,0.9
kakao_9453749,food,한식,0.95
kakao_9453749,price,비쌈,0.9
kakao_435113124,food,한식,0.95
kakao_435113124,price,보통,0.9
kakao_21232703,food,한식,0.95
kakao_21232703,price,저렴함,0.9
kakao_1124953697,food,한식,0.95
kakao_1124953697,price,저렴함,0.9
kakao_1152401909,food,중식,0.95
kakao_1152401909,price,저렴함,0.9
kakao_399184950,food,일식,0.95
kakao_399184950,price,저렴함,0.9
kakao_21330977,food,한식,0.95
kakao_21330977,price,보통,0.9
kakao_167602513,food,양식,0.95
kakao_167602513,price,비쌈,0.9
kakao_24058331,food,한식,0.95
kakao_24058331,price,저렴함,0.9
kakao_16036704,food,한식,0.95
kakao_16036704,price,비쌈,0.9
kakao_9968170,food,중식,0.95
kakao_9968170,price,저렴함,0.9
kakao_2142464681,food,중식,0.95
kakao_2142464681,price,보통,0.9
kakao_18889918,food,한식,0.95
kakao_18889918,price,저렴함,0.9
kakao_1700062133,food,한식,0.95
kakao_1700062133,price,저렴함,0.9
kakao_13559293,food,양식,0.95
kakao_13559293,price,저렴함,0.9
kakao_17652954,food,한식,0.95
kakao_17652954,price,저렴함,0.9
kakao_223498484,food,한식,0.95
kakao_223498484,price,저렴함,0.9
kakao_883727943,food,한식,0.95
kakao_883727943,price,보통,0.9
kakao_1859806025,food,한식,0.95
kakao_1859806025,price,저렴함,0.9
kakao_9029832,food,한식,0.95
kakao_9029832,price,보통,0.9
kakao_131183348,food,중식,0.95
kakao_131183348,price,저렴함,0.9
kakao_1283367577,food,한식,0.95
kakao_1283367577,price,비쌈,0.9
kakao_19976659,food,한식,0.95
kakao_19976659,price,저렴함,0.9
kakao_11817216,food,양식,0.95
kakao_11817216,price,보통,0.9
